Column1;Column2;Column3;Column4
媒介;méi jiè;"среда; посредник; переносчик (болезни); медиатор";6
枚;méi;сч. сл. для монет, медалей и т.п.;6
美观;měi guān;"прекрасный, прелестный, привлекательный, эстетичный; красота";6
美满;měi mǎn;"великолепный; полный (напр. о жизни); благополучный, счастливый";6
美妙;měi miào;"восхитительный; прелестный";6
萌芽;méng yá;"почка, первый росток; зачаток, зародыш";6
猛烈;měng liè;"сильный, ожесточённый; яростный, бешеный";6
眯;mī;"щурить (глаза); щуриться";6
弥补;mí bǔ;"восполнять, компенсировать; покрывать (расходы); навёрстывать (время)";6
弥漫;mí màn;"распространяться; стлаться (напр., о тумане); ползти (о слухах); наводнять, заливать";6
谜语;mí yǔ;"загадка; шарада";6
迷惑;mí huo;"теряться; быть сбитым с толку; ввести в заблуждение";6
迷人;mí rén;обворожительный, пленительный, чарующий;6
迷信;mí xìn;"суеверия; слепо верить, преклоняться; слепая вера, преклонение";6
密度;mì dù;"плотность; густота";6
密封;mì fēng;"плотно закрывать; запечатывать; герметический; герметизация";6
棉花;mián hua;"хлопок; вата";6
免得;miǎn de;"избежать, освободиться от..., избавиться от...; во избежание...; чтобы не...";6
免疫;miǎn yì;"иммунитет; иммунный";6
勉励;miǎn lì;"воодушевлять; подбадривать; побуждать";6
勉强;miǎn qiǎng;"с трудом; еле-еле; через силу; заставлять, принуждать";6
面貌;miàn mào;"лицо; физиономия; наружность; внешность";6
面子;miàn zi;"престиж, доброе имя, репутация; внешность; внешний, наружный";6
描绘;miáo huì;"изображать, описывать; (перен.) рисовать";6
瞄准;miáo zhǔn;"целиться, брать на прицел; взять на мушку; прицел";6
渺小;miǎo xiǎo;"крохотный, ничтожный; мизерный";6
藐视;miǎo shì;"презирать, третировать; игнорировать; пренебрегать";6
灭亡;miè wáng;"погибнуть, погубить; уничтожить; вымирание";6
蔑视;miè shì;пренебрегать, презирать, не уважать;6
民间;mín jiān;"в народе; народ; народный";6
民主;mín zhǔ;"демократия; демократический";6
敏捷;mǐn jié;"гибкий, точный; оперативный; быстрый (напр. о методах); сметливый";6
敏锐;mǐn ruì;"острый (о зрении); тонкий (о слухе); обострённый (о чувстве); проницательный";6
名次;míng cì;"порядковый номер по списку; расположение по порядку (об именах, названиях организаций)";6
名额;míng é;"установленное число (людей); штатное расписание, штат";6
名副其实;míng fù qí shí;"(обр.) соответствовать истинному положению вещей; в полном смысле слова";6
名誉;míng yù;"доброе имя, репутация; честь; почётный";6
明明;míng míng;"ясно, отчётливо; очевидно";6
明智;míng zhì;"мудрость; разум; мудрый";6
命名;mìng míng;"давать название (имя); называть";6
摸索;mō suo;"блуждать в потёмках; наугад, на ощупь; искать (напр. выход), нащупывать";6
摩擦;mó cā;"тереть(ся); трение; трения, разногласия";6
模范;mó fàn;"стандарт; трафарет; шаблон; модель, образец; норма";6
模式;mó shì;модель, образец, паттерн, тип, режим;6
模型;mó xíng;"модель, макет; муляж; тех. форма (напр., литейная)";6
磨合;mó hé;"притирка, обкатка, приработка; (перен.) период становления";6
膜;mó;"перепонка; плёнка; оболочка; покрытие";6
魔鬼;mó guǐ;бес, злой дух, демон;6
魔术;mó shù;магия, колдовство, волшебство;6
抹杀;mǒ shā;"стирать, уничтожать; замазывать, замалчивать";6
墨水儿;mò shuǐ r;"чернила; счетное словое 瓶 (ping2)";6
莫名其妙;mò míng qí miào;"удивительный, непостижимый; необъяснимый; ничего не поймёшь";6
默默;mò mò;"молча, без слов; беззвучный";6
谋求;móu qiú;"добиваться; стремиться (к чему-л.); преследовать (какие-л. цели)";6
模样;mú yàng;"наружность, вид, облик; форма, модель; около; примерно";6
母语;mǔ yǔ;родной язык;6
沐浴;mù yù;"мыться; принимать ванну; (перен.) купаться";6
目睹;mù dǔ;"видеть своими (собственными) глазами; быть очевидцем; видеть воочию";6
目光;mù guāng;"взор; взгляд; кругозор; знание; эрудиция";6
拿手;ná shǒu;"быть сильным в чём-либо; быть мастером (чего-либо, в чём-либо)";6
纳闷儿;nà mèn r;"недоумевать, сомневаться; скучать, тосковать";6
耐用;nài yòng;прочный, долговечный;6
难免;nánmiǎn;"сложно избежать; неизбежный, неотвратимый; неизбежно, неотвратимо";6
难得;nán dé;труднодостижимый, редкий, уникальный;6
难堪;nán kān;"невыносимый, невозможный; смущаться, конфузиться";6
难能可贵;nán néng kě guì;"редкий, достойный, похвальный (напр. о поступке); исключительно ценный";6
恼火;nǎo huǒ;"сердиться, злиться; раздражаться; раздражающий";6
内涵;nèi hán;"(внутреннее) содержание; внутренние качества (о человеке)";6
内幕;nèi mù;"кулисы; за занавесом; закулисная сторона, подоплёка";6
内在;nèi zài;"внутренний; имманентный";6
能量;néng liàng;"(физ.) энергия; способность; сила";6
拟定;nǐ dìng;"наметить; предварительно определить; разработать (план)";6
逆行;nì xíng;"двигаться в противоположном (обратном) направлении; встречное движение; противодействовать";6
年度;nián dù;"год (период); годовой";6
捏;niē;"взять (держать) пальцами; мять; лепить; измышлять; фальсифицировать";6
凝固;níng gù;"затвердевать, замерзать (о жидкости); твёрдый, сухой (об обычно жидком продукте); свертывание (о крови)";6
凝聚;níng jù;"скапливаться, собираться; застывать, свёртываться; конденсация";6
凝视;níng shì;уставиться, пристально смотреть, смотреть не отрываясь, всматриваться;6
拧;níng;"отжимать; скручивать; свивать; щипать; завёртывать; завинчивать";6
宁肯;nìng kěn;"лучше; лучше уж; охотнее, предпочтительнее; предпочитать";6
宁愿;nìng yuàn;"предпочитать; лучше уж";6
扭转;niǔ zhuǎn;"повернуть; выправить; исправить (напр., недостатки); повернуть (напр., ход событий); изменить (положение)";6
纽扣儿;niǔ kòu r;пуговица;6
农历;nóng lì;сельскохозяйственный (лунный) календарь;6
浓厚;nóng hòu;"густой; плотный; крепкий (напр., запах); (перен.) глубокий; сильный";6
奴隶;nú lì;"раб, холоп; рабский";6
挪;nuó;"передвигать; перемещать";6
虐待;nüè dài;третировать, плохо обращаться, мучить, истязать;6
哦;ò;"(выражает сомнение, удивление); (выражает догадку, понимание чего-л.)";6
殴打;ōu dǎ;бить, избивать, драться;6
偶像;ǒu xiàng;идол, кумир, статуя;6
呕吐;ǒu tù;"блевать, рвать, тошнить; рвота; рвотный";6
趴;pā;"лежать ничком (на животе); склониться; наклониться (напр., над столом)";6
徘徊;pái huái;"ходить взад и вперёд; бродить; проявлять нерешительность; быть в нерешительности";6
排斥;pái chì;"отталкивать; изгонять; отстранять; игнорировать, бойкотировать";6
排除;pái chú;"вытеснять, устранять; исключать; ликвидировать";6
排放;pái fàng;"выпускать; спускать, сливать; выливать, опоражнивать; приводить в порядок; расставлять";6
排练;pái liàn;"репетировать; репетиция";6
派别;pài bié;"разделяться, течение, направление (в политике, науке); фракция, группировка";6
派遣;pài qiǎn;"посылать, направлять; командировать";6
攀登;pān dēng;"подниматься, взбираться; лезть вверх, карабкаться";6
盘旋;pán xuán;"кружить(ся), вертеться; закручиваться спиралью, свиваться";6
判决;pàn jué;"(юр.) решение, приговор;  вынести решение (приговор)";6
畔;pàn;"межа, граница; край; берег; с края";6
庞大;páng dà;"огромный, громадный; колоссальный";6
抛弃;pāo qì;"бросить (кого-л.), разорвать (отношения); оставить, отказаться от...";6
泡沫;pào mò;пена, пузырь, пузыри;6
培育;péi yù;"выращивать; культивировать; воспитывать, обучать";6
配备;pèi bèi;"снабдить; оснастить; распределить; расставить (напр., кадры)";6
配偶;pèi ǒu;"супруг; супруга";6
配套;pèi tào;"комплектовать; комплект, комплексный";6
盆地;pén dì;"впадина, котловина; бассейн (реки, водоема)";6
烹饪;pēng rèn;"варить, стряпать; варка; приготовление пищи";6
捧;pěng;"держать; нести (двумя руками);  сч. сл. пригоршня; превозносить; восхвалять";6
劈;pī;колоть, расщеплять, делить, разделять, разводить;6
批发;pī fā;"оптовая торговля; продавать оптом; оптовый";6
批判;pī pàn;"критиковать; подвергать критике; критика";6
疲惫;pí bèi;"измотаться, устать; усталый; усталость";6
疲倦;pí juàn;"утомление; усталость; устать, ослабеть; усталый";6
皮革;pí gé;"кожа (выделанная); кожаный";6
屁股;pì gu;зад, задница;6
譬如;pì rú;"например; как-то:...; взять для примера...";6
偏差;piān chā;неточность, отклонение, девиация;6
偏见;piān jiàn;"предубеждение, предвзятость, предрассудок; пристрастность";6
偏僻;piān pì;"захолустный; глухой (о месте)";6
偏偏;piān piān;"(как) нарочно, (как) назло; вопреки всему; как раз наоборот";6
片断;piàn duàn;"отрывок, фрагмент; отрывочный, неполный";6
片刻;piàn kè;"короткий промежуток времени; мгновение";6
漂浮;piāo fú;"дрейфовать, плавать, поверхностный; легкомысленный";6
飘扬;piāo yáng;"носиться (по ветру); летать, колыхаться, развеваться; реять";6
撇;piē;"бросать; оставлять; откидная черта вниз и влево (丿, в каллиграфии)";6
拼搏;pīn bó;"бороться, сражаться; боевой";6
拼命;pīn mìng;"жертвовать жизнью; не щадя жизни; изо всех сил, во всю мочь";6
贫乏;pín fá;"скудный; недостаточный; бедный; нищета";6
贫困;pín kùn;"бедный; нищий; бедность; нищета";6
频繁;pín fán;"многократный; частый; часто повторяющийся";6
频率;pín lǜ;"частота (в герцах); частотность; частотный";6
品尝;pǐn cháng;"пробовать; дегустировать";6
品德;pǐn dé;"добропорядочность, нравственность; мораль";6
品质;pǐn zhì;"(моральные) качества; качество (напр., товара)";6
品种;pǐn zhǒng;"порода (животных); сорт (растений); ассортимент";6
屏幕;píng mù;экран, монитор, дисплей;6
屏障;píng zhàng;"ширма, заслон; прикрытие, защита";6
平凡;píng fán;"обыкновенный, простой; обыденный, заурядный, банальный";6
平面;píng miàn;"плоскость, план; плоский, плоскостной";6
平坦;píng tǎn;"ровный, гладкий; плоский; равнина";6
平行;píng xíng;"параллель; параллельный, одного уровня";6
平庸;píng yōng;обычный, заурядный, нормальный, посредственный, средний;6
平原;píng yuán;равнина;6
评估;píng gū;"оценивать; расценка";6
评论;píng lùn;"комментарий, суждение; отзыв; комментировать";6
坡;pō;"склон, покатость, откос; скат";6
泼;pō;"лить; проливать; рассыпать; энергичный; охотно, бурный";6
颇;pō;"очень, весьма, вполне; клониться, склоняться";6
破例;pò lì;"нарушать традицию; изменять обычный порядок; небывалый; в виде исключения";6
迫不及待;pò bù jí dài;"неотложный, первостепенной срочности; нетерпеливый, поспешный";6
迫害;pò hài;притеснять, репрессировать, преследовать;6
魄力;pò lì;энергия, напористость, решительность, сила духа;6
扑;pū;"бросаться на кого-либо/что-либо; кинуться; бить; выбивать (напр., пыль); хлопать (крыльями)";6
铺;pū;"расстилать; стелить; мостить; укладывать";6
普及;pǔ jí;"популярный; распространяться; охватывать; популяризировать";6
朴实;pǔ shí;"простой; скромный; бесхитростный; честный";6
朴素;pǔ sù;"простой; скромный; простота";6
瀑布;pù bù;водопад, каскад;6
凄凉;qī liáng;"горюющий, скорбный; пустой, заброшенный; опустевший";6
期望;qī wàng;"надеяться, ожидать; ожидание";6
期限;qī xiàn;крайний срок, временной предел, лимит времени;6
欺负;qī fu;"обижать, помыкать, притеснять; обманывать";6
欺骗;qī piàn;"обманывать, надувать; обман; плутовство";6
奇妙;qí miào;"удивительный; поразительный; захватывающий";6
旗袍;qí páo;"Женский халат (китайского покроя); ципао";6
旗帜;qí zhì;"флаг; (прям., перен.) знамя; (перен.) лозунг";6
歧视;qí shì;"дискриминировать; дискриминация";6
齐全;qí quán;"полный; полностью; в полном ассортименте";6
齐心协力;qí xīn xié lì;"совместное усилие, общими силами, дружно, вместе; в полном единодушии; рука об руку";6
乞丐;qǐ gài;"нищий; попрошайка";6
企图;qǐ tú;"пытаться; попытка; намереваться";6
启程;qǐ chéng;"отправиться (в путь); стартовать; поехать";6
启蒙;qǐ méng;"элементарное обучение; просвещение; просветительство";6
启事;qǐ shì;"объявлять, извещать; объявление";6
启示;qǐ shì;"вдохновение, озарение; указывать, показывать, раскрывать";6
岂有此理;qǐ yǒu cǐ lǐ;"на что это похоже! какое безобразие!; чёрт знает что это такое!";6
起草;qǐ cǎo;"набросать черновик; сделать набросок (документа); подготовительный, черновой";6
起初;qǐ chū;"начальный; вначале, первоначально, сначала";6
起伏;qǐ fú;"подниматься и опускаться; подъёмы и спады; перемены; колебания";6
起哄;qǐ hòng;"скандалить; вносить беспорядок, разыгрывать (кого-л.); подшучивать над (кем-л.)";6
起码;qǐ mǎ;"по меньшей мере; как минимум; минимальный; элементарный";6
起源;qǐ yuán;источник, начало, происходить, брать начало;6
器材;qì cái;"арматура; аппаратура; материалы, принадлежности";6
器官;qì guān;"орган; органы; аппарат";6
气概;qì gài;дух, внутренний облик, натура;6
气功;qì gōng;цигун, дыхательная гимнастика;6
气魄;qì pò;"дух, рвение, напористость; энергия, сила, размах";6
气色;qì sè;"вид, наружность, внешность, облик; образ; цвет лица";6
气势;qì shì;"сила, мощь, энергия; настроение, побуждение, импульс";6
气味;qì wèi;запах, (прям., перен.) дух;6
气象;qì xiàng;"метеорологические явления; метеорологический; обстановка; картина";6
气压;qì yā;атмосферное (барометрическое) давление;6
气质;qìzhì;"темперамент; характер; дух";6
迄今为止;qì jīn wéi zhǐ;до сих пор, до настоящего времени, на сегодняшний день;6
掐;qiā;"сорвать; отщипнуть (ногтями); щипать; сдавить; сжать (руками)";6
恰当;qià dàng;соответствующий, подходящий, уместный;6
恰到好处;qià dào hǎo chù;"как раз (в меру); как раз то, что нужно";6
恰巧;qià qiǎo;"как раз, точь-в-точь; кстати; к счастью";6
洽谈;qià tán;"договариваться; вести переговоры";6
千方百计;qiān fāng bǎi jì;(обр.) всеми способами, всевозможными приёмами, всеми правдами и неправдами;6
牵;qiān;тянуть, тащить, вести (напр., на верёвке);6
牵扯;qiān chě;"привлекать, втягивать, впутывать, запутывать; касательство, отношение";6
牵制;qiān zhì;"связывать, ограничивать; блокировать; сдерживать; сковывать (силы противника)";6
签署;qiān shǔ;"подписывать (документ); визировать; делать надпись (напр. на книге)";6
谦逊;qiān xùn;"скромный; уступчивый; скромность, уступчивость";6
迁就;qiān jiù;"приспосабливаться, приноравливаться; идти на уступку (компромисс); мириться; потакать";6
迁徙;qiān xǐ;"переселяться, переезжать; мигрировать; переселение, миграция";6
前景;qián jǐng;"передний план (напр., картины); перспективы";6
前提;qián tí;"предпосылка; (предварительное) условие, предусловие";6
潜力;qián lì;"потенциал; потенциальный; (перен.) перспективы";6
潜水;qián shuǐ;"нырять; подводный; водолазный";6
潜移默化;qián yí mò huà;"незаметно изменяться; влиять, ненавязчиво влиять, оказывать влияние";6
谴责;qiǎn zé;"осуждать, порицать; порицание, осуждение";6
抢劫;qiǎngjié;"грабить; грабёж; мародёрство";6
强制;qiáng zhì;принудительный, насильственный, вынуждать;6
强迫;qiǎng pò;"принуждать, вынуждать; вынужденный";6
抢救;qiǎng jiù;спешить на помощь, оказывать срочную помощь, спасать, реанимировать;6
桥梁;qiáo liáng;(прям., перен.) мост;6
窍门;qiào mén;способ, трюк, секрет, ноу-хау;6
翘;qiào;"подниматься; торчать; поднимать (напр., хвост)";6
切实;qiè shí;"реальный; действительный; по-настоящему, как следует";6
锲而不舍;qiè ér bù shě;гравировать не переставая (обр. в знач.: обладать упорством и настойчивостью, упорно, настойчиво);6
亲密;qīn mì;"близкий (об отношениях); интимный";6
亲热;qīn rè;"сердечный, дружеский; близкий; горячий (о дружбе)";6
侵犯;qīn fàn;"вмешиваться; нарушать, посягать, вторгаться (на чужую территорию), нарушать границу";6
侵略;qīn lüè;"вторгаться; агрессия; агрессивный; захватнический";6
钦佩;qīn pèi;"восхищаться; преклоняться перед кем-либо/чем-либо; восхищение; преклонение";6
勤俭;qín jiǎn;трудолюбивый и бережливый;6
勤劳;qín láo;"трудолюбивый, неутомимый; усердно трудиться";6
倾听;qīng tīng;внимательно слушать, прислушиваться, внимать, обращаться в слух;6
倾向;qīng xiàng;"тенденция; склонность; склоняться к чему-либо; тяготеть к чему-либо";6
倾斜;qīng xié;"наклоняться, крениться; наклонный; уклон, склон";6
清澈;qīng chè;"чистый, прозрачный; глубоко вникнуть";6
清晨;qīng chén;"рассвет, заря; на рассвете, рано утром";6
清除;qīng chú;"чистить, вычищать, искоренять; ликвидировать";6
清洁;qīng jié;"чистый; чистота";6
清理;qīng lǐ;"привести в порядок; разобрать (напр., архив); рассчитаться; погасить (напр., долги); ликвидировать";6
清晰;qīng xī;"ясный, отчётливый, чёткий; подробный";6
清醒;qīng xǐng;"ясный; трезвый; прийти в себя; очнуться";6
清真;qīng zhēn;"чистый; чистота; халяль, халяльный; мусульманский";6
情报;qíng bào;"информация; сведения; донесение; разведданные";6
情节;qíng jié;"развитие событий; сюжет; перипетии";6
情理;qíng lǐ;(здравый) смысл, логика, резон, рациональность;6
情形;qíng xíng;"обстановка; положение, ситуация, обстоятельства";6
晴朗;qíng lǎng;ясный, чистый, безоблачный;6
请柬;qǐng jiǎn;"пригласительный билет; приглашение";6
请教;qǐng jiào;"просить совета; советоваться; просить указаний";6
请示;qǐng shì;запросить указаний (инструкций), прошу помочь;6
请帖;qǐng tiě;"пригласительный билет; приглашение";6
丘陵;qiū líng;"холм, бугор; пригорок; сопка";6
区分;qū fēn;"отличать; различать; разделять";6
区域;qū yù;"район; регион; зона";6
屈服;qū fú;уступать, покоряться, подчиняться, склоняться;6
曲折;qū zhé;"зигзаг; излом; затруднение, перипетии; путаный, затруднительный";6
驱逐;qū zhú;"депортировать; выдворять; изгонять, прогонять";6
渠道;qú dào;(прям., перен.) канал;6
取缔;qǔ dì;ограничивать, контролировать, обуздывать;6
曲子;qǔ zi;песня, мелодия;6
趣味;qù wèi;"интерес; интересы; вкусы";6
圈套;quān tào;"западня, ловушка; капкан; петля";6
全局;quán jú;"общая обстановка; ситуация в целом";6
全力以赴;quán lì yǐ fù;"всеми силами; прикладывать все силы, сделать все возможное";6
拳头;quán tou;"кулак; удар кулаком; лучший товар, наиболее конкурентоспособный товар (сч. сл. 个)";6
权衡;quán héng;"соразмерять; взвешивать, оценивать";6
权威;quán wēi;"авторитет; могущество, сила";6
犬;quǎn;собака;6
缺口;quē kǒu;"нехватка, недостаток; пробоина, пролом";6
缺席;quē xí;"отсутствовать; в отсутствие";6
缺陷;quē xiàn;"недоставать, не хватать; недостаток, изъян";6
瘸;qué;"хромать; хромой";6
确保;què bǎo;"гарантировать; обеспечить";6
确立;què lì;установить (напр., порядок);6
确切;què qiè;точный, однозначный, четкий;6
确信;què xìn;"точные сведения, уверенность; твёрдо верить";6
群众;qún zhòng;"(народные) массы; массовый";6
染;rǎn;"красить; окрашивать; заразиться; заразный; измазаться; испачкаться";6
嚷;rǎng;шуметь, кричать, ругаться;6
让步;ràng bù;уступка, компромисс, идти на компромисс;6
饶恕;ráo shù;"простить; пощадить; извинить; прощение; пощада";6
扰乱;rǎo luàn;"дезорганизовать; нарушать (порядок); беспорядок";6
惹祸;rě huò;навлечь на себя несчастье, накликать беду на свою голову;6
热泪盈眶;rè lèi yíng kuàng;глаза, наполненные слезами от восторга;6
热门;rè mén;"вызывающий огромный интерес; широко популярный; востребованный";6
人道;rén dào;"человечность; гуманность; гуманный";6
人格;rén gé;"личность; персона; человеческое достоинство; честь";6
人工;rén gōng;"искусственный; ручной труд; рабочая сила";6
人家;rén jia;"местоимение (часто безлично) другой человек, другие, чужие; кто-то; местоимение (часто безлично, намёк на себя) человек";6
人间;rén jiān;"среди людей; в мире";6
人士;rén shì;"деятель, представитель; лицо, фигура";6
人为;rén wéi;искусственный, изготовленный (созданный) человеком;6
人性;rén xìng;"свойства (природа) человека, человечность; человеческие инстинкты (чувства)";6
人质;rén zhì;заложник;6
仁慈;rén cí;"любовь к людям и благодеяние; великодушие, милосердие, доброта";6
忍耐;rěn nài;"терпеть; выносить; выдерживать; терпеливость; терпение";6
忍受;rěn shòu;"терпеть; сносить, выносить; выдерживать";6
任命;rèn mìng;"назначать на должность; определять (на службу)";6
任性;rèn xìng;"своевольничать; своеволие; своевольный; капризный; упрямый";6
任意;rèn yì;"как заблагорассудится; своевольно; произвольно; как вздумается; произвольный";6
任重道远;rèn zhòng dào yuǎn;ноша тяжела, а путь далёк (обр. в знач.: долгое время нести тяжелую ответственность);6
认定;rèn dìng;"признать; увериться; считать доказанным";6
认可;rèn kě;"признание, одобрение; позволять, разрешать";6
仍旧;réng jiù;"по-старому; как и прежде; по-прежнему";6
日新月异;rì xīn yuè yì;идти в ногу со временем, непрерывно обновляться (о беспрерывном и быстром развитии);6
日益;rì yì;день ото дня, изо дня в день всё больше;6
容貌;róng mào;"облик; внешность; черты лица";6
容纳;róng nà;"умещаться, вмещаться, вмещать; включать, принимать; считаться с ...";6
容器;róng qì;"вместилище; контейнер; сосуд";6
容忍;róng rěn;"терпеливо переносить, терпеть, мириться с; терпеливый";6
溶解;róng jiě;"растворять; растворение";6
荣幸;róng xìng;"честь, почёт; почётный";6
荣誉;róng yù;"слава, честь, почёт; знаменитый; почитаемый; почётный";6
融化;róng huà;"плавить(ся); растворять(ся); таять; таяние";6
融洽;róng qià;"согласие; быть в согласии; ладить; дружный; гармоничный";6
揉;róu;"тереть; растирать; мять; комкать";6
柔和;róu hé;"мягкий; ласковый; нежный; кроткий";6
儒;rú;"конфуцианство; конфуцианский / образованный (интеллигентный) человек";6
弱点;ruò diǎn;"слабое место; слабая сторона; недостаток";6
若干;ruò gān;"несколько; некоторое количество; сколько? какое количество?";6
撒谎;sā huǎng;"лгать, обманывать; враньё, ложь";6
散文;sǎn wén;"проза; эссе";6
散布;sàn bù;распространять, разбрасывать, рассеивать, рассеяние;6
散发;sàn fā;"распространять; раздавать (напр., листовки); издавать; распространять (напр., аромат)";6
丧失;sàng shī;"потерять, утратить, лишиться; потеря, утрата, утеря";6
骚扰;sāo rǎo;"беспокоить, тревожить; досаждать, докучать, донимать";6
嫂子;sǎo zi;"жена старшего брата; невестка";6
刹车;shā chē;"тормозить машину; тормоз";6
啥;shá;"что; что такое; какой";6
筛选;shāi xuǎn;"просеивать; грохочение; отбирать; отбор";6
山脉;shān mài;"горная цепь; горный хребет";6
闪烁;shǎn shuò;"мерцать; мигать; сверкать; блестеть; увиливать";6
擅长;shàn cháng;"быть сильным в чем-л.; в совершенстве владеть чем-либо";6
擅自;shàn zì;"самовольный; самовольно, самовластно; произвольно";6
伤脑筋;shāng nǎo jīn;"напрягать мозги; ломать голову; головоломный";6
商标;shāng biāo;товарный знак, торговая марка, бренд;6
上级;shàng jí;"вышестоящая инстанция; начальство, высшая степень; высший ранг";6
上进;shàng jìn;"шагать вперёд; идти на подъем; прогрессировать; продвигаться вверх";6
上任;shàng rèn;"вступить в должность; приступить к исполнению (своих) обязательств";6
上瘾;shàng yǐn;"пристраститься к чему-либо; заразиться дурной привычкой";6
上游;shàng yóu;"верхнее течение реки; в первых рядах, в передовиках; высокое положение";6
尚且;shàng qiě;" да к тому же, да сверх того ещё и...; даже; и то даже...";6
捎;shāo;"попутно занести; передать; коснуться, зацепить";6
梢;shāo;"кончик; верхушка";6
哨;shào;"дозор; караул; свисток";6
奢侈;shē chǐ;"роскошествовать; проматывать, расточительствовать; расточительство";6
舌头;shé tou;язык;6
摄氏度;shè shì dù;градус Цельсия;6
涉及;shè jí;касаться, иметь отношение к..., затрагивать;6
社区;shè qū;сообщество, общество, комьюнити, община;6
设立;shè lì;"учредить; основать; создать; открыть (напр., больницу)";6
设想;shè xiǎng;"представлять себе, воображать; предположение; концепция";6
设置;shè zhì;"учредить; основать; соорудить; установить";6
呻吟;shēn yín;"стонать; вздыхать, вздох; стон; стенание";6
深奥;shēn ào;"глубокий, сокровенный; трудный для понимания";6
深沉;shēn chén;"серьёзный, строгий; низкий, глухой (о звуке); глубокий";6
深情厚谊;shēn qíng hòu yì;глубокая привязанность и крепкая дружба;6
申报;shēn bào;"докладывать; рапортовать; подавать декларацию";6
绅士;shēn shì;"джентльмен; джентльменский";6
神经;shén jīng;"нерв; нервная система; нервный";6
神奇;shén qí;"сказочный; волшебный; чудесный";6
神气;shén qì;"выражение лица; вид; жизненная сила;  энергичный; бодрый";6
神圣;shén shèng;"святой, священный; божественный; святость";6
神态;shén tài;"состояние духа, настроение; выражение лица";6
神仙;shén xiān;"святой; небожитель; пророк;  провидец";6
审查;shěn chá;"проверять, контролировать; инспектировать; цензура, рассматривать; рассмотрение";6
审理;shěn lǐ;судебное разбирательство, слушать (рассматривать) дело, слушание, рассмотрение;6
审美;shěn měi;"эстетическое восприятие; эстетика, эстетический";6
审判;shěn pàn;"судить, привлекать к судебной ответственности; суд";6
慎重;shèn zhòng;"осторожный, обдуманный, осмотрительный; внимательно, усердно, серьёзно";6
渗透;shèn tòu;"(прям., перен.) просачиваться; проникать; проникновение; инфильтрация";6
声明;shēng míng;"заявлять; заявление; декларация; сделать заявление";6
声势;shēng shì;"слава и могущество; престиж, влияние; могущественный";6
声誉;shēng yù;"репутация; известность; слава";6
牲畜;shēng chù;"домашний скот; скот; домашние животные";6
生存;shēng cún;"существовать; существование; выживание";6
生机;shēng jī;"надежда, шанс на выживание; жизнеспособность";6
生理;shēng lǐ;"физиология; физиологический";6
生疏;shēng shū;"незнакомый; малознакомый; утратить навыки; отвыкнуть";6
生态;shēng tài;"экология; экологический";6
生物;shēng wù;"живое существо; организм; биологический";6
生效;shēng xiào;входить в силу, вступать в действие, вступать в силу (о законе, договоре);6
生肖;shēng xiào;китайский гороскоп (цикл из 12 годов, каждый год соответствует определенному знаку животного);6
生锈;shēng xiù;покрываться ржавчиной, ржаветь;6
生育;shēng yù;"рождать; рождаемость; родить и воспитывать";6
省会;shěng huì;главный город провинции, столица провинции;6
盛产;shèng chǎn;"в изобилии производить, изобиловать; богатый, изобильный";6
盛开;shèng kāi;"распускаться; расцветать пышным цветом, буйно цвести";6
盛情;shèng qíng;"лучшее чувство; хорошее отношение, доброта; любезность; радушие, внимание";6
盛行;shèng xíng;иметь широкое хождение, завоевать популярность, быть в моде;6
胜负;shèng fù;"победа или поражение; исход сражения; исход, окончательный результат";6
失事;shī shì;"потерпеть крушение; авария; катастрофа; допустить оплошность (промах)";6
失误;shī wù;упущение, ошибка, промах, оплошность;6
失踪;shī zōng;пропадать, теряться, не оставлять следов, пропадать без вести;6
尸体;shī tǐ;труп, останки, прах, мёртвое тело;6
师范;shī fàn;педагогический;6
施加;shī jiā;оказывать, применять, прибегать к;6
施展;shī zhǎn;"проявлять (напр., способности); осуществлять; проводить в жизнь; разворачивать, развивать";6
十足;shí zú;"чистый; стопроцентный; абсолютный; полный; чистейший";6
实惠;shí huì;"реальная польза; действительная выгода; практичный";6
实力;shí lì;сила, мощь;6
实施;shí shī;осуществлять на деле, проводить в жизнь, претворять в жизнь, реализовывать;6
实事求是;shí shì qiú shì;"по-деловому; основываясь на реальных фактах; деловой";6
实行;shí xíng;осуществлять, проводить в жизнь;6
实质;shí zhì;"суть, сущность; субстанция, материя";6
拾;shí;"подобрать, поднять (напр., с земли); собирать";6
时常;shí cháng;часто, постоянно, всегда;6
时而;shí ér;"временами, время от времени; иногда; (при удвоении) то..., то...";6
时光;shí guāng;"время; пора; период времени";6
时机;shí jī;случай, удобный момент, возможность;6
时事;shí shì;текущие дела;6
石油;shí yóu;"нефть; нефтяной";6
识别;shí bié;"различать; отличать, распознавать, распознавание; различия";6
使命;shǐ mìng;"миссия, назначение, задача, призвание, поручение; посылать с поручением";6
世代;shì dài;"поколение; из поколения в поколение; на поколения";6
事故;shì gù;случай, случайность, инцидент, несчастный случай;6
事迹;shì jì;"прошлые дела; поступки, совершённые в прошлом";6
事件;shì jiàn;"инцидент; событие; дело";6
事态;shì tài;"положение дел; ситуация; ход событий";6
事务;shì wù;"дело, занятие, бизнес; служба; повседневные дела; рутина";6
事项;shì xiàng;положение, вопрос, пункт, фактор;6
事业;shì yè;"дело, деятельность; поприще; работа, занятие; предприятие";6
